Name,Address,PhoneNumber,Latitude,Longitude,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday
이디야문현동점,부산광역시 남구 수영로 46,,35.1363034415569,129.07230763945,08:00 ~ 23:15,08:00 ~ 23:15,08:00 ~ 23:15,08:00 ~ 23:15,08:00 ~ 23:15,09:00 ~ 23:15,09:00 ~ 23:15
커피레몬,부산광역시 동래구 충렬대로137번길 10,,35.2058850654462,129.075853856681,08:00 ~ 24:00,08:00 ~ 24:00,08:00 ~ 24:00,08:00 ~ 24:00,08:00 ~ 24:00,08:00 ~ 24:00,08:00 ~ 24:00
놀숲 부산사직점,부산광역시 동래구 사직북로 3,,35.1961809845821,129.06067554459,11:00 ~ 21:00,11:00 ~ 21:00,11:00 ~ 21:00,11:00 ~ 21:00,11:00 ~ 21:00,11:00 ~ 21:00,11:00 ~ 21:00
스타벅스 남천점,부산광역시 수영구 남천바다로 38,051 621 9234,35.1483051929022,129.114178373549,08:00 ~ 22:00,08:00 ~ 22:00,08:00 ~ 22:00,08:00 ~ 22:00,08:00 ~ 22:00,08:00 ~ 22:00,08:00 ~ 22:00
카페플로스(Cafe flos),부산광역시 수영구 수영로 405 (남천동),,35.1424949989483,129.108062328919,12:00 ~ 19:00,12:00 ~ 18:00,12:00 ~ 19:00,12:00 ~ 18:00,12:00 ~ 19:00,12:00 ~ 19:00,
에코토피아,부산광역시 수영구 수영로408번길 30-6,051 628 2802,35.1414781223599,129.109512428713,,11:00 ~ 19:00,11:00 ~ 19:00,11:00 ~ 19:00,11:00 ~ 19:00,11:00 ~ 19:00,10:00 ~ 15:00
짱 오락실,부산광역시 수영구 광안해변로278번길 42 (민락동),051 756 5002,35.1539704411162,129.124515022228,11:00 ~ 23:00,11:00 ~ 23:00,11:00 ~ 23:00,11:00 ~ 23:00,11:00 ~ 23:00,11:00 ~ 23:00,11:00 ~ 23:00
이디야 남천동점,부산광역시 수영구 황령대로489번길 11,051 622 2010,35.1388878644895,129.107745935784,10:00 ~ 24:00,10:00 ~ 24:00,10:00 ~ 24:00,10:00 ~ 24:00,10:00 ~ 24:00,10:00 ~ 24:00,10:00 ~ 24:00
더벤티,부산광역시 남구 수영로 264 (대연동),051 611 1014,35.1353644737294,129.095563501318,08:30 ~ 23:00,08:30 ~ 23:00,08:30 ~ 23:00,08:30 ~ 23:00,08:30 ~ 23:00,10:30 ~ 23:00,10:30 ~ 23:00
메가커피 경성대점,부산광역시 남구 용소로14번길 23 (대연동),07042326214,35.1354708335662,129.099533065775,09:30 ~ 23:00,09:30 ~ 23:00,09:30 ~ 23:00,09:30 ~ 23:00,09:30 ~ 23:00,09:30 ~ 23:00,09:30 ~ 23:00
서비커피,부산광역시 남구 수영로219번길 45 (대연동),,35.1371478246628,129.090136091199,10:00 ~ 20:00,07:00 ~ 20:00,07:00 ~ 20:00,07:00 ~ 20:00,10:00 ~ 20:00,,
공차 광안리점,부산광역시 수영구 광안해변로 233,,35.1544892110379,129.119646001213,09:00 ~ 22:00,09:00 ~ 22:00,09:00 ~ 22:00,09:00 ~ 22:00,09:00 ~ 22:00,09:00 ~ 22:00,09:00 ~ 22:00
미니 베이글 하우스,부산광역시 수영구 수영로594번길 28,,35.1584790150096,129.114921866658,07:00 ~ 19:00,,07:00 ~ 19:00,07:00 ~ 19:00,07:00 ~ 19:00,07:00 ~ 19:00,07:00 ~ 19:00
텐퍼센트커피 수영현대점,부산광역시 수영구 구락로10번길 23,051 757 6490,35.1690138649582,129.120957821994,08:00 ~ 21:00,08:00 ~ 21:00,08:00 ~ 21:00,08:00 ~ 21:00,08:00 ~ 21:00,08:00 ~ 21:00,08:00 ~ 21:00
설빙 민락점,부산광역시 수영구 광안해변로278번길 42 (민락동),051 7562288,35.1539704411162,129.124515022228,10:30 ~ 01:30,10:30 ~ 01:30,10:30 ~ 01:30,10:30 ~ 01:30,10:30 ~ 01:30,10:30 ~ 01:30,10:30 ~ 01:30
이디야,부산광역시 수영구 수영로 706 (광안동),051 758 6386,35.1676003938325,129.116596828331,09:00 ~ 24:00,09:00 ~ 24:00,09:00 ~ 24:00,09:00 ~ 24:00,09:00 ~ 24:00,09:00 ~ 24:00,09:00 ~ 24:00
스타벅스광안리점,부산광역시 수영구 광안해변로 247,051 7611844,35.1550454256744,129.120843929214,08:00 ~ 22:00,08:00 ~ 22:00,08:00 ~ 22:00,08:00 ~ 22:00,08:00 ~ 23:00,08:00 ~ 23:00,08:00 ~ 22:00
이디야커피 대연평화점,부산광역시 남구 유엔평화로 31 (대연동),,35.1321724038429,129.092210355558,09:00 ~ 24:00,09:00 ~ 24:00,09:00 ~ 24:00,09:00 ~ 24:00,09:00 ~ 24:00,09:00 ~ 24:00,09:00 ~ 24:00
아름다운,부산광역시 남구 용소로7번길 42 (대연동),051 6279331,35.1375159317608,129.102483481885,11:30 ~ 23:00,11:30 ~ 23:00,11:30 ~ 23:00,11:30 ~ 23:00,11:30 ~ 23:00,11:30 ~ 23:00,11:30 ~ 23:00
테라로사커피팩토리1963 수영점,부산광역시 수영구 구락로123번길 20,033 648 2760,35.1762247106672,129.11555773067,09:00 ~ 21:00,09:00 ~ 21:00,09:00 ~ 21:00,09:00 ~ 21:00,09:00 ~ 21:00,09:00 ~ 21:00,09:00 ~ 21:00
요거프레소 광안점,부산광역시 수영구 광안로 4,051 761 0040,35.156929476432,129.113373755268,12:00 ~ 23:00,12:00 ~ 23:00,12:00 ~ 23:00,12:00 ~ 23:00,12:00 ~ 23:00,12:00 ~ 23:00,12:00 ~ 23:00
이커피(E-COFFEE),부산광역시 수영구 민락수변로 141,051 759 8497,35.1564740570553,129.134623543254,06:30 ~ 19:00,06:30 ~ 19:00,06:30 ~ 19:00,06:30 ~ 19:00,06:30 ~ 19:00,06:30 ~ 17:00,06:30 ~ 17:00
컴포즈커피 광안점,부산광역시 수영구 남천동로108번길 34,,35.1464780291765,129.112938179913,10:00 ~ 01:00,10:00 ~ 01:00,10:00 ~ 01:00,10:00 ~ 01:00,10:00 ~ 01:00,10:00 ~ 01:00,10:00 ~ 01:00
컴포즈커피,부산광역시 수영구 수영로 706-1,,35.1676779190525,129.116791216123,08:00 ~ 23:00,08:00 ~ 23:00,08:00 ~ 23:00,08:00 ~ 23:00,08:00 ~ 23:00,09:00 ~ 23:00,09:00 ~ 23:00
아라커피,부산광역시 수영구 광안해변로 311,,35.1573315862525,129.127433756525,,09:30 ~ 20:00,09:30 ~ 20:00,09:30 ~ 20:00,09:30 ~ 20:00,09:00 ~ 20:00,09:30 ~ 20:00
이디야,부산광역시 수영구 광남로 16,070 88390014,35.1441925811142,129.110159027551,09:00 ~ 22:30,09:00 ~ 22:30,09:00 ~ 22:30,09:00 ~ 22:30,09:00 ~ 22:30,10:00 ~ 22:30,10:00 ~ 22:30
엔젤리너스르네상스점,부산광역시 사상구 광장로 60 (괘법동),051 3128581,35.1617515556607,128.982992343056,07:30 ~ 23:00,07:30 ~ 23:00,07:30 ~ 23:00,07:30 ~ 23:00,07:30 ~ 23:00,07:30 ~ 23:00,07:30 ~ 23:00
빈빈,부산광역시 수영구 남천서로 20,,35.1436300186397,129.107056712072,09:30 ~ 18:00,09:30 ~ 18:00,09:30 ~ 18:00,09:30 ~ 18:00,09:30 ~ 18:00,,
와플대학 부산남천 캠퍼스,부산광역시 수영구 수영로464번길 24,,35.1468902540787,129.111504669531,10:00 ~ 22:00,10:00 ~ 22:00,10:00 ~ 22:00,10:00 ~ 22:00,10:00 ~ 22:00,10:00 ~ 22:00,10:00 ~ 22:00
남천카페,부산광역시 수영구 남천동로19번길 23,051 623 7200,35.1432130327556,129.110691387409,09:00 ~ 21:00,09:00 ~ 21:00,09:00 ~ 21:00,09:00 ~ 21:00,09:00 ~ 21:00,11:00 ~ 21:00,09:00 ~ 21:00
이디야커피 부산롯데캐슬레전드점,부산광역시 남구 진남로 118,051 628 1877,35.1384114925542,129.082299477276,09:00 ~ 22:00,09:00 ~ 22:00,09:00 ~ 22:00,09:00 ~ 22:00,09:00 ~ 22:00,,
양커피 용호 힐탑점,부산광역시 남구 분포로 115,055 387 1971,35.1321898048688,129.112724828547,07:00 ~ 23:00,07:00 ~ 23:00,07:00 ~ 23:00,07:00 ~ 23:00,07:00 ~ 23:00,07:00 ~ 23:00,07:00 ~ 23:00
메가엠지씨커피 부산대연점,부산광역시 남구 수영로 262,,35.1353308676929,129.095359915706,08:00 ~ 23:30,08:00 ~ 23:30,08:00 ~ 23:30,08:00 ~ 23:30,08:00 ~ 23:30,09:00 ~ 23:30,10:00 ~ 23:30
이디야커피 부산유엔평화기념관점,부산광역시 남구 홍곡로320번길 106,,35.1247524714423,129.093256879368,,10:30 ~ 16:00,10:30 ~ 17:00,10:30 ~ 16:00,10:30 ~ 17:00,10:30 ~ 17:30,10:30 ~ 17:30
카페드림 동명대학교점,부산광역시 남구 신선로 428,,35.1246904251562,129.101380307339,10:00 ~ 22:00,10:00 ~ 22:00,10:00 ~ 22:00,10:00 ~ 22:00,10:00 ~ 22:00,10:00 ~ 22:00,
컴포즈커피 남천해변시장점,부산광역시 수영구 황령대로489번길 27 (남천동),051 612 5596,35.1394057446341,129.108461289006,09:00 ~ 21:00,09:00 ~ 21:00,09:00 ~ 21:00,09:00 ~ 21:00,09:00 ~ 21:00,09:00 ~ 21:00,09:00 ~ 21:00
프리젠트,부산광역시 수영구 황령산로 31,070 78635066,35.1484121709195,129.107600789625,10:00 ~ 21:30,10:00 ~ 21:30,10:00 ~ 21:30,10:00 ~ 21:30,10:00 ~ 21:30,10:00 ~ 21:30,10:00 ~ 21:30
스타벅스 광안비치점,부산광역시 수영구 광안로62번길 39,051 761 3307,35.1530869476615,129.11771328212,08:00 ~ 22:00,08:00 ~ 22:00,08:00 ~ 22:00,08:00 ~ 22:00,08:00 ~ 23:00,08:00 ~ 23:00,08:00 ~ 22:00
더벤티 경성대건학기념관점,부산광역시 남구 수영로 309,,35.1384873078988,129.10010311307,08:00 ~ 17:00,08:00 ~ 17:00,08:00 ~ 17:00,08:00 ~ 17:00,08:00 ~ 17:00,,
이해욱의커피가게,부산광역시 북구 만덕대로15번길 39 (덕천동),,35.2121898624413,129.006148346263,11:00 ~ 21:00,11:00 ~ 17:00,11:00 ~ 21:00,11:00 ~ 17:00,11:00 ~ 21:00,11:00 ~ 21:00,
쥬씨 광안쌍용점,부산광역시 수영구 광안로 20,,35.1560597268621,129.114667093976,10:00 ~ 10:10,10:00 ~ 10:10,10:00 ~ 10:10,10:00 ~ 10:10,10:00 ~ 10:10,10:00 ~ 10:10,10:00 ~ 10:10
복합성,부산광역시 남구 진남로36번길 2,,35.138215055907,129.091567252747,10:00 ~ 20:00,10:00 ~ 20:00,10:00 ~ 20:00,10:00 ~ 20:00,10:00 ~ 20:00,10:00 ~ 20:00,10:00 ~ 20:00
위크엔드커피,부산광역시 북구 화명신도시로 71 (화명동),051365 2021,35.2304571782343,129.009868061232,10:00 ~ 02:00,10:00 ~ 02:00,10:00 ~ 02:00,10:00 ~ 02:00,10:00 ~ 02:00,10:00 ~ 02:00,10:00 ~ 02:00
더벤티,부산광역시 사상구 주례로 82 (주례동),,35.1466137102554,129.007504506884,08:30 ~ 21:00,08:30 ~ 21:00,08:30 ~ 21:00,08:30 ~ 21:00,08:30 ~ 21:00,08:30 ~ 21:00,08:30 ~ 21:00
카페051 더블유스퀘어점,부산광역시 남구 분포로 145,,35.1342294576999,129.111216765972,09:30 ~ 21:00,09:30 ~ 21:00,09:30 ~ 21:00,09:30 ~ 21:00,09:30 ~ 21:00,09:30 ~ 21:00,09:30 ~ 21:00
그린찬스,부산광역시 남구 전포대로 18 (문현동),,35.1384463313651,129.067998600042,10:00 ~ 24:00,10:00 ~ 24:00,10:00 ~ 24:00,10:00 ~ 24:00,10:00 ~ 24:00,10:00 ~ 24:00,10:00 ~ 24:00
이디야사상점,부산광역시 사상구 광장로 17 (괘법동,051 325 0796,35.1642365382579,128.978888681143,10:00 ~ 21:45,10:00 ~ 21:45,10:00 ~ 21:45,10:00 ~ 21:45,10:00 ~ 21:45,,
더카페 덕천4층점,부산광역시 북구 만덕대로 23 (덕천동),051 366 2424,35.2111074893963,129.007592963592,10:00 ~ 22:00,10:00 ~ 22:00,10:00 ~ 22:00,10:00 ~ 22:00,10:00 ~ 22:00,10:00 ~ 22:00,10:00 ~ 22:00
쉴만한물가(커피전문점),부산광역시 북구 금곡대로200번길 8 (화명동),051 332 0414,35.226697951816,129.011708116273,10:00 ~ 23:00,10:00 ~ 23:00,10:00 ~ 23:00,10:00 ~ 23:00,10:00 ~ 23:00,10:00 ~ 23:00,
필롱,부산광역시 남구 수영로322번길 50-1,,35.135682836723,129.102325537474,12:00 ~ 22:00,12:00 ~ 22:00,12:00 ~ 22:00,12:00 ~ 22:00,12:00 ~ 22:00,12:00 ~ 22:00,12:00 ~ 22:00
시즈널 프로젝트,부산광역시 남구 석포로126번길 7 (대연동,,35.1283713808379,129.091924646673,,11:00 ~ 20:00,11:00 ~ 20:00,11:00 ~ 20:00,11:00 ~ 20:00,11:00 ~ 20:00,11:00 ~ 20:00
스타벅스 동명대DT점,부산광역시 남구 신선로 423 (용당동),051 611 4335,35.1231052079437,129.098972733227,07:00 ~ 23:00,07:00 ~ 23:00,07:00 ~ 23:00,07:00 ~ 23:00,07:00 ~ 23:00,07:00 ~ 23:00,07:00 ~ 23:00
매머드 익스프레스 부산bifc몰점,부산광역시 남구 문현금융로 40 (문현동,051 638 5331,35.1464917263976,129.065854840531,07:30 ~ 20:00,07:30 ~ 20:00,07:30 ~ 20:00,07:30 ~ 20:00,07:30 ~ 20:00,,
텐퍼센트 연산SK뷰점,부산광역시 연제구 중앙대로 1130 (연산동,070 77571010,35.1882824874217,129.081426160884,08:00 ~ 22:00,08:00 ~ 22:00,08:00 ~ 22:00,08:00 ~ 22:00,08:00 ~ 22:00,08:00 ~ 22:00,08:00 ~ 21:00
플레이스 38,부산광역시 연제구 고분로13번길 15,070 82835992,35.1867468196095,129.084181914896,10:00 ~ 24:00,10:00 ~ 24:00,10:00 ~ 24:00,10:00 ~ 24:00,10:00 ~ 24:00,,
원카페,부산광역시 북구 금곡대로 270,051 362 1542,35.2323787742895,129.01388655507,09:00 ~ 20:00,09:00 ~ 20:00,09:00 ~ 20:00,09:00 ~ 20:00,09:00 ~ 20:00,09:00 ~ 20:00,09:00 ~ 20:00
주커피(JOO COFFEE) 시청점,부산광역시 연제구 거제천로 109,051 867 1160,35.1838203292322,129.074248747538,10:10 ~ 02:00,10:10 ~ 02:00,10:10 ~ 02:00,10:10 ~ 02:00,10:10 ~ 02:00,10:10 ~ 02:00,10:10 ~ 02:00
감성커피 부산시청점,부산광역시 연제구 중앙대로 1033,,35.180932309279,129.077144595692,08:00 ~ 23:30,08:00 ~ 23:30,08:00 ~ 23:30,08:00 ~ 23:30,08:00 ~ 23:30,08:00 ~ 23:30,08:00 ~ 23:30
카페051용호메트로시티점,부산광역시 남구 분포로 113,,35.1272669147748,129.109040555258,08:00 ~ 22:00,08:00 ~ 22:00,08:00 ~ 22:00,08:00 ~ 22:00,08:00 ~ 22:00,08:00 ~ 22:00,08:00 ~ 22:00
스윗비초콜릿,부산광역시 북구 덕천2길 87 (덕천동),,35.2101332509898,129.009921587494,10:00 ~ 20:00,10:00 ~ 20:00,10:00 ~ 20:00,10:00 ~ 20:00,10:00 ~ 20:00,10:00 ~ 20:00,
못골살롱,부산광역시 남구 못골로41번길 36,,35.1373941934072,129.086995365561,,,14:00 ~ 20:00,14:00 ~ 20:00,14:00 ~ 20:00,,
블루샥 화명수정점,부산광역시 북구 학사로 15 (화명동,051 3131020,35.2241631567039,129.007676826692,08:00 ~ 22:00,08:00 ~ 22:00,08:00 ~ 22:00,08:00 ~ 22:00,08:00 ~ 22:00,08:00 ~ 22:00,08:00 ~ 22:00
컴포즈커피 대연사거리점,부산광역시 남구 진남로 6,051 714 2368,35.1355928696658,129.091979217519,07:30 ~ 21:00,07:30 ~ 21:00,07:30 ~ 21:00,07:30 ~ 21:00,07:30 ~ 21:00,08:30 ~ 21:00,08:30 ~ 21:00
디카페(Decafe),부산광역시 남구 자성로 152,,35.1364897612208,129.066903536606,10:30 ~ 22:00,10:30 ~ 22:00,10:30 ~ 22:00,10:30 ~ 22:00,10:30 ~ 22:00,10:30 ~ 22:00,10:30 ~ 22:00
덤커피(DUM Coffee),부산광역시 북구 화명신도시로 115 (화명동,051 365 3088,35.2344024913289,129.010441435269,10:00 ~ 23:00,10:00 ~ 23:00,10:00 ~ 23:00,10:00 ~ 23:00,10:00 ~ 23:00,10:00 ~ 23:00,10:00 ~ 23:00
할리스 부산경성대2호점,부산광역시 남구 수영로 306,051 611 3021,35.1369167202614,129.099825367555,08:00 ~ 22:00,08:00 ~ 22:00,08:00 ~ 22:00,08:00 ~ 22:00,08:00 ~ 22:00,08:00 ~ 22:00,08:00 ~ 22:00
댄싱컵 부산진역점,부산광역시 동구 중앙대로371번길 12,,35.1290538229162,129.04794281174,07:30 ~ 22:00,07:30 ~ 22:00,07:30 ~ 22:00,07:30 ~ 22:00,07:30 ~ 22:00,09:00 ~ 22:00,09:00 ~ 22:00
봉봉키즈,부산광역시 강서구 명지국제8로 229,051 293 5248,35.0986036375635,128.918010184099,,13:00 ~ 18:00,13:00 ~ 18:00,13:00 ~ 18:00,13:00 ~ 19:00,10:30 ~ 18:30,10:30 ~ 17:30
바른커피,부산광역시 동래구 명안로 85,,35.2042124586597,129.104412431657,10:00 ~ 19:30,10:00 ~ 19:30,10:00 ~ 19:30,10:00 ~ 19:30,10:00 ~ 19:30,10:00 ~ 19:30,11:00 ~ 19:30
빵드마망,부산광역시 기장군 정관읍 병산1길 102-80,051 724 3773,35.3420853094117,129.194730386066,09:30 ~ 20:00,09:30 ~ 20:00,09:30 ~ 20:00,09:30 ~ 20:00,09:30 ~ 20:00,09:30 ~ 20:00,09:30 ~ 20:00
하삼동 커피 동대신동점,부산광역시 서구 구덕로334번길 6 (동대신동3가),051 243 1454,35.1134630842466,129.016225521946,08:00 ~ 22:00,08:00 ~ 22:00,08:00 ~ 22:00,08:00 ~ 22:00,08:00 ~ 22:00,08:00 ~ 22:00,08:00 ~ 22:00
스민,부산광역시 부산진구 서전로58번길 46,,35.1557056036944,129.066021668475,11:00 ~ 22:00,11:00 ~ 22:00,11:00 ~ 22:00,11:00 ~ 22:00,11:00 ~ 22:00,11:00 ~ 22:00,11:00 ~ 22:00
몬몬케이크,부산광역시 부산진구 전포대로186번길 6,,35.1530367213246,129.065821076203,12:00 ~ 20:00,,12:00 ~ 20:00,12:00 ~ 20:00,12:00 ~ 20:00,12:00 ~ 20:00,12:00 ~ 20:00
카페스이,부산광역시 강서구 명지국제12로11번길 16-4,,35.1060660278013,128.922767907569,11:00 ~ 20:00,11:00 ~ 20:00,11:00 ~ 20:00,11:00 ~ 20:00,11:00 ~ 20:00,11:00 ~ 20:00,
카페051 장산점,부산광역시 해운대구 양운로 53,,35.1678955285857,129.176412756177,09:00 ~ 22:00,09:00 ~ 22:00,09:00 ~ 22:00,09:00 ~ 22:00,09:00 ~ 22:00,10:00 ~ 21:00,10:00 ~ 21:00
하삼동커피 구남점,부산광역시 북구 백양대로 1014,051 3387999,35.1961369417659,128.994854925517,08:00 ~ 22:15,08:00 ~ 22:15,08:00 ~ 22:15,08:00 ~ 22:15,08:00 ~ 22:30,08:00 ~ 22:30,08:00 ~ 22:15
마스커피랩,부산광역시 금정구 금강로 271-5,,35.2322669010985,129.08495181661,12:00 ~ 22:00,12:00 ~ 22:00,12:00 ~ 22:00,12:00 ~ 22:00,12:00 ~ 22:00,12:00 ~ 22:00,
커피베이 범어사점(coffee bay),부산광역시 금정구 청룡예전로 5,,35.2739367763661,129.091848450336,09:00 ~ 21:00,09:00 ~ 21:00,09:00 ~ 21:00,09:00 ~ 21:00,09:00 ~ 21:00,09:00 ~ 21:00,09:00 ~ 21:00
커피에 반하다,부산광역시 사상구 대동로 156,,35.1413615656196,128.983814803013,08:45 ~ 19:00,08:45 ~ 19:00,08:45 ~ 19:00,08:45 ~ 19:00,08:45 ~ 19:00,08:45 ~ 19:00,
온타임,부산광역시 북구 산성로 23-9,,35.2398762675324,129.015844364839,10:30 ~ 19:00,10:30 ~ 19:00,10:30 ~ 19:00,10:30 ~ 19:00,10:30 ~ 19:00,10:30 ~ 19:00,10:30 ~ 19:00
카페 이서,부산광역시 강서구 범방3로68번길 14,,35.1488383873864,128.882532964979,,09:00 ~ 21:00,09:00 ~ 21:00,09:00 ~ 21:00,09:00 ~ 21:00,09:00 ~ 21:00,09:00 ~ 21:00
컴포즈커피 정관달산점,부산광역시 기장군 정관읍 정관로 698,051 728 7462,35.3208568011866,129.189478619397,08:30 ~ 22:30,08:30 ~ 22:30,08:30 ~ 22:30,08:30 ~ 22:30,08:30 ~ 22:30,08:30 ~ 22:30,08:30 ~ 22:30
커피베이 금정점,부산광역시 금정구 중앙대로 1799,051 517 4922,35.2449047608091,129.092759502825,08:00 ~ 22:00,08:00 ~ 22:00,08:00 ~ 22:00,08:00 ~ 22:00,08:00 ~ 22:00,09:00 ~ 22:00,09:00 ~ 22:00
설빙 부산남포점,부산광역시 중구 광복로 54-2,051 256 3949,35.0991138956173,129.031014685567,11:00 ~ 22:30,11:00 ~ 22:30,11:00 ~ 22:30,11:00 ~ 22:30,11:00 ~ 22:30,11:00 ~ 22:30,11:00 ~ 22:30
카페051 낙민점,부산광역시 동래구 안남로31번길 6,,35.1944880491339,129.095921963408,08:00 ~ 21:00,08:00 ~ 21:00,08:00 ~ 21:00,08:00 ~ 21:00,08:00 ~ 21:00,08:00 ~ 21:00,08:00 ~ 21:00
레이븐(raven)커피,부산광역시 부산진구 진연로9번길 39,,35.1770271936885,129.07316183223,09:30 ~ 20:00,09:30 ~ 20:00,09:30 ~ 20:00,09:30 ~ 20:00,09:30 ~ 20:00,12:00 ~ 19:00,12:00 ~ 19:00
음료실,부산광역시 중구 중구로62번길 5-1,,35.1034087775313,129.028654393348,12:00 ~ 20:00,12:00 ~ 20:00,12:00 ~ 20:00,12:00 ~ 20:00,12:00 ~ 20:00,12:00 ~ 20:00,12:00 ~ 20:00
이안띠커피랩,부산광역시 해운대구 달맞이길117번라길 80,,35.1616041333545,129.182101496556,09:30 ~ 17:00,09:30 ~ 17:00,09:30 ~ 19:00,09:30 ~ 17:00,09:30 ~ 17:00,09:30 ~ 18:00,
포레스트,부산광역시 동구 중앙대로236번길 3-8,,35.1183693971817,129.042341440436,06:30 ~ 19:00,06:30 ~ 19:00,06:30 ~ 19:00,06:30 ~ 19:00,06:30 ~ 19:00,,
카페라벨,부산광역시 영도구 봉래나루로 82,051 790 1500,35.0944992426888,129.039129890579,09:00 ~ 18:00,09:00 ~ 18:00,09:00 ~ 18:00,09:00 ~ 18:00,09:00 ~ 18:00,09:00 ~ 18:00,09:00 ~ 18:00
카페아뽕,부산광역시 사하구 옥천로75번길 28,,35.094432078905,129.008916912651,10:00 ~ 22:00,10:00 ~ 22:00,10:00 ~ 22:00,10:00 ~ 22:00,10:00 ~ 22:00,10:00 ~ 22:00,10:00 ~ 22:00
스타벅스 다대포비치점,부산광역시 사하구 다대로 714,051 2613610,35.049135845511,128.963576442214,08:00 ~ 21:00,08:00 ~ 21:00,08:00 ~ 21:00,08:00 ~ 21:00,08:00 ~ 21:00,08:00 ~ 21:00,08:00 ~ 21:00
카페051 온천장역점,부산광역시 동래구 중앙대로 1523,,35.2212896964575,129.08557677639,08:00 ~ 20:00,08:00 ~ 20:00,08:00 ~ 20:00,08:00 ~ 20:00,08:00 ~ 20:00,09:00 ~ 20:00,09:00 ~ 20:00
하삼동커피 안락점,부산광역시 동래구 충렬대로359번길 15,,35.1987461306926,129.098165709501,09:00 ~ 23:00,09:00 ~ 23:00,09:00 ~ 23:00,09:00 ~ 23:00,09:00 ~ 23:00,09:00 ~ 23:00,09:00 ~ 23:00
더벤티 국제시장점,부산광역시 중구 대청로 71-1,,35.1032929697596,129.027782485124,08:00 ~ 22:30,08:00 ~ 22:30,08:00 ~ 22:30,08:00 ~ 22:30,08:00 ~ 22:30,09:00 ~ 22:30,09:00 ~ 22:30
메가커피 해운대시장점,부산광역시 해운대구 중동1로 35,,35.162477866387,129.163373964376,10:50 ~ 11:00,,,,,,
동카페,부산광역시 금정구 북문로 19,051 752 1513,35.2516412813044,129.055968527904,11:00 ~ 21:00,11:00 ~ 21:00,11:00 ~ 21:00,11:00 ~ 21:00,11:00 ~ 21:00,11:00 ~ 21:00,12:00 ~ 20:00
인더포레,부산광역시 사상구 주례로 45,,35.1464508547704,129.009070654332,10:00 ~ 22:00,10:00 ~ 22:00,10:00 ~ 22:00,,10:00 ~ 22:00,10:00 ~ 22:00,10:00 ~ 22:00
카페스밈,부산광역시 강서구 명지국제6로318번길 20-10,,35.1027179396491,128.925762896787,11:00 ~ 22:00,11:00 ~ 22:00,11:00 ~ 22:00,11:00 ~ 22:00,11:00 ~ 22:00,11:00 ~ 22:00,11:00 ~ 22:00
카페824,부산광역시 기장군 기장읍 기장해안로 824,,35.2296396936623,129.241990727538,11:00 ~ 22:00,11:00 ~ 22:00,11:00 ~ 22:00,11:00 ~ 22:00,11:00 ~ 23:00,11:00 ~ 23:00,11:00 ~ 23:00
코코벨로스,부산광역시 금정구 학산로13번길 41,,35.2650573174504,129.089135742817,10:00 ~ 20:30,10:00 ~ 20:30,10:00 ~ 20:30,10:00 ~ 20:30,10:00 ~ 20:30,10:00 ~ 20:30,
킹프레소 대연점,부산광역시 남구 유엔평화로 11,051 9258000,35.1339351911446,129.092135569161,08:00 ~ 00:30,08:00 ~ 00:30,08:00 ~ 00:30,08:00 ~ 00:30,09:00 ~ 23:30,10:00 ~ 20:30,09:00 ~ 00:20
컴포즈커피 연산일동미라주점,부산광역시 연제구 반송로 80,051 853 4546,35.1906164745463,129.087915053233,09:00 ~ 21:00,09:00 ~ 21:00,09:00 ~ 21:00,09:00 ~ 21:00,09:00 ~ 21:00,10:00 ~ 21:00,10:00 ~ 21:00
달퐁,부산광역시 금정구 금강로 457-1,,35.2482830788721,129.088347050613,10:00 ~ 22:00,10:00 ~ 22:00,10:00 ~ 22:00,10:00 ~ 22:00,10:00 ~ 22:00,10:00 ~ 22:00,10:00 ~ 22:00
컴포즈커피명륜점,부산광역시 동래구 명륜로 170,,35.2099506283549,129.082954713533,08:00 ~ 22:00,08:00 ~ 22:00,08:00 ~ 22:00,08:00 ~ 22:00,08:00 ~ 22:00,08:00 ~ 22:00,08:00 ~ 22:00
카페명지,부산광역시 강서구 명지국제5로 141,,35.1075308265119,128.921120157931,08:00 ~ 18:00,08:00 ~ 18:00,08:00 ~ 18:00,08:00 ~ 18:00,08:00 ~ 18:00,08:00 ~ 18:00,
더리터안락점,부산광역시 동래구 안락로 74,,35.1992482145105,129.104982557463,09:15 ~ 21:45,09:15 ~ 21:45,09:15 ~ 21:45,09:15 ~ 21:45,09:15 ~ 21:45,09:15 ~ 21:45,09:15 ~ 21:45
벌브,부산광역시 사하구 마하로12번길 10,,35.1011444986137,128.981735716487,,11:00 ~ 19:00,11:00 ~ 19:00,11:00 ~ 19:00,11:00 ~ 19:00,11:00 ~ 19:00,11:00 ~ 19:00
엔제리너스(센트럴병원),부산광역시 북구 만덕대로 37,,35.2113491011811,129.009091254048,08:00 ~ 19:00,08:00 ~ 19:00,08:00 ~ 19:00,08:00 ~ 19:00,08:00 ~ 19:00,08:00 ~ 19:00,08:00 ~ 19:00
4242샌드위치 서면점,부산광역시 부산진구 중앙대로 712-1,,35.1563733388681,129.059457165513,09:00 ~ 20:40,09:00 ~ 20:40,09:00 ~ 20:40,09:00 ~ 20:40,09:00 ~ 20:40,09:00 ~ 20:40,09:00 ~ 20:40
